class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
normal,0.217845693,0.173513979,-0.412811607,0.999803722,0.226554886,0.152664825,-0.413842231,0.999461174,0.231585249,0.151662737,-0.413970113,0.999522448,0.237076357,0.150834635,-0.414082348,0.999569654,0.216520771,0.155798599,-0.390315205,0.999319375,0.214208171,0.156601518,-0.390303433,0.999131799,0.211822763,0.157236964,-0.390364498,0.998993874,0.258594543,0.158657849,-0.33452639,0.999523282,0.223322958,0.162983418,-0.232537001,0.997802734,0.231653973,0.189818934,-0.382276982,0.999842048,0.219478592,0.19271192,-0.350088179,0.999650419,0.322022557,0.263322979,-0.308890343,0.999915302,0.20002684,0.277795553,-0.085282125,0.999776721,0.338837624,0.403623402,-0.311836123,0.984220445,0.193328872,0.42557919,0.013206871,0.821104169,0.319358438,0.542275786,-0.374198556,0.926077545,0.188475534,0.540611088,-0.09408275,0.810382605,0.32063058,0.585134268,-0.418891519,0.869575918,0.188472986,0.580863714,-0.118856035,0.757207751,0.307964325,0.584802091,-0.447701633,0.874928534,0.19235751,0.57989347,-0.174800709,0.767106116,0.304518133,0.570085287,-0.384508997,0.862861872,0.194815233,0.566979825,-0.120520219,0.759649277,0.295617133,0.533791542,-0.065362372,0.999502778,0.223484039,0.535975516,0.065557055,0.999449611,0.321419448,0.713011324,-0.073404327,0.989573419,0.225168779,0.713027179,0.15762879,0.989337504,0.340705842,0.882180214,0.086071894,0.988888919,0.243020728,0.87406075,0.390453249,0.987559021,0.334724337,0.902266204,0.089549549,0.894139349,0.257882386,0.895988822,0.404931396,0.920243204,0.359103531,0.952028394,-0.09062127,0.979443491,0.201783136,0.9396469,0.275679678,0.980703115
normal,0.216272876,0.175881103,-0.368338615,0.999773383,0.225043088,0.155029237,-0.370498747,0.999380112,0.230005324,0.154008955,-0.370610118,0.999447286,0.235476956,0.15306361,-0.370702296,0.999500811,0.214964494,0.15787676,-0.34601748,0.999220192,0.212681398,0.158555239,-0.345972061,0.998996437,0.210368976,0.1590565,-0.34602797,0.99884367,0.256833315,0.159903556,-0.305409878,0.999459505,0.222941682,0.16367501,-0.189388022,0.997459769,0.23003155,0.191736788,-0.338556796,0.999816179,0.217680827,0.194827422,-0.305304557,0.999600708,0.319301993,0.263084143,-0.306575149,0.999916613,0.199736625,0.275114775,-0.037839804,0.999760926,0.333147794,0.402874619,-0.285043269,0.983866513,0.190106004,0.41719538,0.037538376,0.790956378,0.316382796,0.54157269,-0.346310288,0.925225198,0.189476356,0.518401444,-0.083229043,0.792033195,0.316620827,0.58446306,-0.384630531,0.86975044,0.191469535,0.567040265,-0.107456781,0.739645243,0.305822253,0.584320426,-0.422680348,0.874793708,0.196978986,0.563833177,-0.156159699,0.749497056,0.302824944,0.569800854,-0.362532258,0.86122483,0.199325308,0.547500253,-0.106732726,0.742081523,0.293818086,0.53395164,-0.079785176,0.999501348,0.223044857,0.53580296,0.079936869,0.999426842,0.320335954,0.713146746,-0.075863115,0.9895854,0.224771962,0.713133991,0.198016316,0.988533318,0.340766519,0.882244051,0.065166973,0.989071548,0.242853239,0.873979509,0.425348938,0.987246752,0.335447907,0.902170539,0.067217149,0.892538369,0.257941127,0.896009982,0.440101832,0.922578871,0.357729793,0.952200651,-0.105150424,0.979881883,0.199064508,0.93936944,0.329503268,0.98080945
normal,0.212331697,0.178315312,-0.332998753,0.999718308,0.220790073,0.157523468,-0.340264201,0.999270082,0.225311771,0.156431109,-0.340401351,0.999365389,0.230308473,0.155366212,-0.340512544,0.999431908,0.211816117,0.160071895,-0.310513586,0.99902755,0.210003763,0.160496682,-0.310435206,0.998735905,0.208151489,0.160743803,-0.310486376,0.998500407,0.252487719,0.161075398,-0.300293028,0.999415696,0.22235696,0.163996547,-0.161207154,0.996723413,0.225717053,0.193598196,-0.312662542,0.999778926,0.214802951,0.197021142,-0.272660851,0.999479592,0.315893799,0.263456017,-0.307977676,0.999921143,0.201434359,0.274877906,-0.000883978,0.999679685,0.326637745,0.403118759,-0.323480219,0.984541833,0.195491761,0.415810704,0.092596598,0.737834692,0.308513522,0.545998335,-0.355913669,0.929797292,0.197128266,0.516901076,-0.011793795,0.758680701,0.308766633,0.590558767,-0.398458749,0.8774243,0.197185054,0.564133465,-0.029484369,0.709047139,0.297716588,0.589382112,-0.423546106,0.882038534,0.203078508,0.562061191,-0.079751231,0.71919924,0.294653893,0.573868752,-0.364261031,0.867885292,0.206248358,0.546841323,-0.035981409,0.712201893,0.291967601,0.538613141,-0.094328336,0.999496818,0.22345902,0.53795445,0.094506957,0.999369502,0.319690377,0.714977682,-0.068914972,0.989349127,0.224733919,0.713250875,0.214140654,0.986772537,0.340825707,0.882533491,0.082348578,0.989055634,0.242827639,0.874194503,0.437559038,0.986326754,0.337469101,0.902245104,0.085826449,0.891361356,0.258005023,0.896482527,0.452278286,0.923968792,0.354219973,0.952180207,-0.080879502,0.979983807,0.194282919,0.939382792,0.350849241,0.98031646
normal,0.208868876,0.179835469,-0.34153226,0.999626756,0.217418373,0.159287542,-0.345971406,0.999091864,0.221695438,0.158403635,-0.346108794,0.999220371,0.2262339,0.157545418,-0.346237212,0.999316275,0.208937332,0.161456674,-0.318740934,0.998748004,0.207329527,0.161789775,-0.318673015,0.998353004,0.205698863,0.16196391,-0.318719238,0.998011231,0.247896522,0.163595736,-0.296888322,0.999326169,0.221405551,0.165133387,-0.168531865,0.995592117,0.222174644,0.195954189,-0.31771484,0.99972868,0.211551577,0.199057445,-0.281280696,0.999333441,0.309682786,0.26368022,-0.30322516,0.999922991,0.200344875,0.274717659,-0.006914046,0.999561608,0.326797515,0.403286308,-0.314579487,0.985076785,0.192763075,0.414699435,0.074242555,0.689232588,0.303178221,0.545777202,-0.347388715,0.932111204,0.195121452,0.507466018,-0.0425594,0.714573681,0.302422941,0.589412451,-0.38997823,0.881224692,0.195781171,0.552262008,-0.063078068,0.66827023,0.291463822,0.58917892,-0.4145706,0.88557142,0.201023266,0.549214303,-0.110182032,0.67812711,0.289526284,0.57330054,-0.355514854,0.870219648,0.204219878,0.538062692,-0.065730721,0.671797872,0.290013403,0.539357781,-0.094319858,0.999467194,0.222960576,0.540662706,0.094553418,0.999259055,0.317932338,0.7150594,-0.072386764,0.988765955,0.225983411,0.713875055,0.22122626,0.983177245,0.341238111,0.882341146,0.078688174,0.988375127,0.242729947,0.874561965,0.453531891,0.983941555,0.339531064,0.901652932,0.082328863,0.885939777,0.258009374,0.897098303,0.468860358,0.922256052,0.352084488,0.952051878,-0.086763687,0.979015112,0.194384545,0.939062059,0.360845566,0.978210032
normal,0.206289381,0.182619348,-0.308906406,0.999593616,0.21441561,0.162231311,-0.317099631,0.999055743,0.218658298,0.161345303,-0.317253977,0.999195397,0.223121136,0.160431147,-0.317400992,0.999298096,0.205995217,0.164301336,-0.285245061,0.998680651,0.204459816,0.164580882,-0.285164714,0.998262286,0.202934191,0.164703816,-0.285198182,0.997879922,0.245047003,0.165503517,-0.283012539,0.99933666,0.219619229,0.166794136,-0.134863988,0.99540174,0.219904527,0.198880613,-0.291060418,0.999716997,0.209312752,0.201642841,-0.248691618,0.999281645,0.306395441,0.266508043,-0.299937397,0.999924719,0.200790599,0.274883717,0.028489728,0.999478281,0.327725857,0.405900478,-0.314627528,0.985495746,0.194099635,0.414687723,0.094536476,0.636985958,0.300110728,0.545333922,-0.342005998,0.934151828,0.19395256,0.497640282,-0.053803585,0.674676418,0.297532767,0.588775396,-0.387681574,0.884675562,0.194911078,0.534930825,-0.077298313,0.633545518,0.28716138,0.587382674,-0.399855137,0.888636768,0.199321374,0.532172501,-0.122597858,0.643387854,0.286343187,0.570730865,-0.342821062,0.871931612,0.202693164,0.51715374,-0.077844366,0.637184739,0.288199276,0.545828819,-0.095266074,0.999441445,0.22243765,0.544290841,0.095487088,0.999194562,0.316512495,0.718364537,-0.064664647,0.988758802,0.225004241,0.715594649,0.222176492,0.982632041,0.340631783,0.882367432,0.094431035,0.988328278,0.241891697,0.874545395,0.447253048,0.983784616,0.338947028,0.902004302,0.098672882,0.885066986,0.257997423,0.897132277,0.461386383,0.924364209,0.3514449,0.952047884,-0.083563499,0.979058862,0.193749204,0.938955605,0.35669297,0.9782179
normal,0.204564989,0.184760094,-0.32892859,0.99950707,0.212707043,0.164502159,-0.337167472,0.99890846,0.217034489,0.163573399,-0.337309778,0.99908185,0.221588373,0.162606388,-0.337453395,0.999201119,0.204230592,0.167013571,-0.305728585,0.998441994,0.202723891,0.167552739,-0.305659473,0.997951984,0.20123671,0.167944595,-0.305712163,0.997486413,0.244456813,0.167610407,-0.296861261,0.999274433,0.218331799,0.16988565,-0.156771854,0.994675517,0.218408614,0.201645091,-0.310633212,0.999658108,0.207915679,0.204516917,-0.268807203,0.999107778,0.305619687,0.267229468,-0.315643013,0.999921143,0.207016841,0.276009768,0.004704589,0.999371827,0.327370971,0.4093059,-0.32798472,0.984912157,0.198350444,0.417455673,0.09303806,0.589702904,0.29695636,0.546264589,-0.338125408,0.932464957,0.199745491,0.499995381,-0.01730814,0.637625396,0.292864531,0.589960754,-0.381249964,0.883058548,0.200150222,0.539573908,-0.035083976,0.600806355,0.283038259,0.588797808,-0.398459733,0.886819601,0.203420654,0.538660526,-0.080336481,0.610500515,0.282762676,0.571518719,-0.342152268,0.868443668,0.206332982,0.524272025,-0.040136255,0.604394257,0.288062215,0.547825813,-0.096624233,0.999411821,0.222573847,0.545868993,0.096807279,0.999114096,0.315355092,0.718434036,-0.063592367,0.987680256,0.225034744,0.716591418,0.220803365,0.980208695,0.340572298,0.882531166,0.091762275,0.987667799,0.241963819,0.874495506,0.439439982,0.982270479,0.338809669,0.902033329,0.096101835,0.882522821,0.25832504,0.897243738,0.453484029,0.923337579,0.351540208,0.952479243,-0.071517989,0.978418887,0.192587197,0.938051522,0.351017118,0.977040768
normal,0.20160903,0.183878556,-0.311396211,0.999429405,0.209591404,0.163710102,-0.323443711,0.998784065,0.213749155,0.162835285,-0.323581636,0.998995721,0.21791029,0.161956564,-0.323718369,0.999137223,0.202122435,0.166163206,-0.289022863,0.998224676,0.200944573,0.166728646,-0.288944542,0.997663558,0.199784234,0.167160377,-0.288989812,0.99708879,0.240762219,0.167499721,-0.301690042,0.999242008,0.217805713,0.16972369,-0.146477655,0.993805528,0.214967892,0.201310545,-0.299371243,0.999610305,0.205845773,0.204097539,-0.253649831,0.99891907,0.301987678,0.267073244,-0.331764787,0.999924004,0.209143192,0.275608838,0.017625211,0.999223173,0.323115617,0.409510463,-0.357676178,0.985553205,0.203070953,0.41748938,0.110100634,0.541341543,0.290122777,0.548977315,-0.353034943,0.936195135,0.202911586,0.50529778,0.012840292,0.595623493,0.287615329,0.591569245,-0.394443065,0.888917387,0.201770172,0.541652322,-0.001471065,0.563026726,0.277127296,0.590029061,-0.410933346,0.892275691,0.20464389,0.541904807,-0.049345434,0.572551847,0.275920391,0.573014557,-0.355849415,0.873281002,0.207583815,0.527884603,-0.011076367,0.567013144,0.288218647,0.547275603,-0.100052826,0.999398232,0.22277227,0.54715693,0.10023836,0.999057055,0.31489557,0.718950927,-0.067708015,0.987707675,0.225594893,0.717864633,0.223845705,0.979057968,0.3405945,0.882556736,0.08227808,0.987774789,0.242629677,0.874347866,0.435002714,0.981930017,0.338786066,0.902311802,0.085981287,0.884426653,0.259096503,0.89800328,0.448098242,0.924831569,0.351313919,0.952491105,-0.076129563,0.978724122,0.192073971,0.937320292,0.349087924,0.976985037
normal,0.201196104,0.184699059,-0.305769384,0.999350727,0.208823442,0.16403988,-0.321279049,0.998674452,0.212793365,0.163225427,-0.321404755,0.998919785,0.216820687,0.162417471,-0.321538746,0.999080539,0.201970428,0.166274682,-0.284744948,0.99803555,0.201054826,0.166773126,-0.284672946,0.997434795,0.200139299,0.167164698,-0.284716964,0.996786475,0.23936145,0.167996645,-0.309233755,0.999210477,0.218488485,0.170224279,-0.149231419,0.993208528,0.214486882,0.202352121,-0.298989832,0.99955672,0.206212386,0.204863355,-0.250464231,0.99871242,0.301919281,0.267464757,-0.349753469,0.999925315,0.212005526,0.276344895,0.006417568,0.999101341,0.323663652,0.40993911,-0.381411403,0.985861242,0.211565733,0.421889782,0.100267664,0.497720897,0.28888005,0.549927831,-0.368432492,0.938572466,0.207594842,0.513400376,0.01030123,0.559848964,0.285137534,0.593240976,-0.408911884,0.892646372,0.206362143,0.542709708,-0.00290339,0.531405449,0.275371581,0.591135859,-0.423000634,0.895594656,0.209266812,0.54322809,-0.051245231,0.541052401,0.274500161,0.573512197,-0.370335311,0.875563562,0.213531941,0.529013753,-0.013853732,0.535792947,0.288882375,0.550698519,-0.100636072,0.999383748,0.225995243,0.550298452,0.100791588,0.999006689,0.315334767,0.721318901,-0.064570084,0.987605333,0.227065474,0.719153523,0.227052286,0.977742314,0.340834498,0.883522034,0.090391673,0.98778069,0.242938355,0.874124646,0.431622475,0.981246114,0.338902414,0.903676152,0.094567485,0.886208057,0.259132922,0.898142338,0.444630504,0.925061047,0.351119518,0.953098536,-0.072275892,0.978860617,0.192373097,0.937070787,0.351327837,0.976627707
normal,0.202047497,0.186152101,-0.308497518,0.999243975,0.209681973,0.16505307,-0.319020838,0.998471797,0.213941291,0.164357245,-0.319161355,0.998766303,0.218391582,0.163698912,-0.319304436,0.998958707,0.201932117,0.166939229,-0.286769211,0.997719288,0.200722188,0.16733402,-0.286688507,0.997011423,0.199573532,0.167657927,-0.286735713,0.996229053,0.240938351,0.169750243,-0.295327067,0.999135137,0.217828721,0.171449721,-0.144337177,0.992044091,0.215810999,0.204066023,-0.293846041,0.999491036,0.206615075,0.205931529,-0.250633061,0.998475969,0.301731974,0.267319143,-0.346822292,0.99992609,0.209633097,0.276342809,0.015075769,0.998966753,0.322755545,0.40991962,-0.349701226,0.985977471,0.20881024,0.425072104,0.107952677,0.458592832,0.285118222,0.549861073,-0.346199811,0.938693643,0.205173582,0.517245412,0.008844215,0.521238148,0.280482233,0.590626538,-0.386454672,0.893003404,0.203920826,0.548431098,-0.007785646,0.496679544,0.269016147,0.586069584,-0.401447773,0.895619273,0.207416758,0.543343842,-0.056139488,0.506049156,0.268177539,0.571165264,-0.34763968,0.874180615,0.211150169,0.529576063,-0.015399499,0.501347661,0.289311796,0.550075293,-0.096324004,0.999363124,0.226039112,0.550714195,0.096519336,0.998945951,0.316151142,0.721268713,-0.072537817,0.987676442,0.227164209,0.719121099,0.215359166,0.977193296,0.340843379,0.883463025,0.073900983,0.987742662,0.243749171,0.872593939,0.426989883,0.981062591,0.338858604,0.903729916,0.076888166,0.88650161,0.260169387,0.897646844,0.4400056,0.92628634,0.351340473,0.953084707,-0.088589571,0.97885108,0.193751797,0.936324477,0.339457184,0.976528287
normal,0.201973766,0.186045483,-0.321136326,0.999193728,0.209565252,0.165125355,-0.329338491,0.99839139,0.213884979,0.164412647,-0.329475731,0.998701751,0.218430981,0.163722605,-0.329616815,0.998908103,0.201346636,0.167000085,-0.298490375,0.997606933,0.19985193,0.167380691,-0.298423856,0.996863306,0.19840768,0.167689115,-0.298469007,0.996045113,0.240746945,0.1696188,-0.296957999,0.999108672,0.215773344,0.171337128,-0.151480213,0.991686761,0.215642676,0.203866974,-0.303322256,0.999465883,0.205898866,0.205843687,-0.261998564,0.998398066,0.302422255,0.26732859,-0.345902175,0.999926031,0.207995415,0.276943326,0.010044255,0.998902023,0.322937816,0.40990451,-0.337811381,0.986305177,0.205496177,0.424710125,0.105159186,0.429891378,0.285911947,0.547404647,-0.345062196,0.939634681,0.20308055,0.519723713,0.002382302,0.49494803,0.281255275,0.586546302,-0.385839313,0.894256651,0.200910062,0.552777708,-0.01495577,0.472060978,0.269626826,0.580818653,-0.400814742,0.896615207,0.205567703,0.544284999,-0.063472033,0.481288403,0.268579841,0.567923248,-0.346157104,0.873972118,0.210759118,0.530233324,-0.021747788,0.477002919,0.289201319,0.549843669,-0.093979083,0.999332547,0.225710541,0.550231516,0.094174303,0.998879135,0.316100299,0.721156478,-0.074728504,0.987310708,0.22711651,0.71904248,0.211070135,0.975998938,0.340856165,0.883289695,0.075802676,0.987160981,0.243108466,0.871941149,0.416873455,0.980236173,0.338831425,0.90376687,0.079134747,0.883236289,0.25795272,0.896950424,0.428722024,0.925841868,0.351435155,0.953321159,-0.086718537,0.977825046,0.193170652,0.935865879,0.325545162,0.975590587
normal,0.201319322,0.186181515,-0.320448816,0.999185205,0.208850607,0.165344402,-0.328422695,0.998386502,0.213287681,0.164589271,-0.328566253,0.998698294,0.217993751,0.163847834,-0.328703076,0.998909354,0.2003728,0.167279661,-0.296939582,0.997601151,0.198799536,0.167675987,-0.296866119,0.996847391,0.197280198,0.167998582,-0.296915442,0.996017218,0.240553796,0.169563949,-0.29727158,0.999113441,0.214297399,0.17141223,-0.150444761,0.991556525,0.215241283,0.203927532,-0.30381605,0.999463379,0.205282599,0.206011608,-0.261828184,0.998379946,0.302925169,0.267283648,-0.331495643,0.999928176,0.207976609,0.280258864,0.01233924,0.998847246,0.322802007,0.410372198,-0.338663578,0.986846983,0.206506267,0.432278663,0.108370781,0.402248025,0.285544604,0.547240436,-0.344156444,0.942925692,0.202196807,0.538976133,0.00955398,0.476622164,0.282034069,0.586487412,-0.384850383,0.899556696,0.200795233,0.576162577,-0.00584555,0.455663383,0.270849437,0.580840528,-0.401152492,0.901709855,0.204122692,0.570754528,-0.055026915,0.4649854,0.269110829,0.567907929,-0.346322119,0.879178882,0.210094839,0.5564695,-0.014707374,0.461258233,0.289607942,0.550224602,-0.095001258,0.999314785,0.226983219,0.552015007,0.095192693,0.998824775,0.316239178,0.721144259,-0.071975641,0.986501932,0.227239668,0.719148517,0.208796948,0.973451793,0.340987593,0.883201003,0.081524529,0.98584187,0.243081808,0.871975958,0.418453157,0.978050053,0.3388111,0.903764248,0.084953494,0.879053831,0.257724226,0.896776557,0.431163013,0.923445702,0.351514041,0.953448296,-0.076666139,0.975761771,0.193341389,0.934379578,0.332643867,0.973336339
normal,0.201016143,0.185723498,-0.325421542,0.999069989,0.208974838,0.165102407,-0.332186252,0.998205125,0.213393643,0.164331079,-0.3323102,0.998546422,0.218124554,0.163584396,-0.332440466,0.998793006,0.200548023,0.16695796,-0.302994728,0.997249365,0.199078232,0.167308897,-0.302925766,0.996368289,0.197645292,0.167624861,-0.302972317,0.995444596,0.240734443,0.169017926,-0.303522468,0.999008775,0.214868098,0.171216279,-0.156634182,0.990106404,0.215415269,0.203491822,-0.304491132,0.999419034,0.205277249,0.205636889,-0.267011195,0.998204172,0.303577602,0.265837818,-0.329995424,0.99993062,0.205967709,0.279729754,0.002909571,0.998754501,0.323348075,0.410458803,-0.356933713,0.987535775,0.199466079,0.425611705,0.096118085,0.386545807,0.288235039,0.550433695,-0.392458051,0.946315289,0.200214446,0.53799504,-0.004707943,0.463572055,0.285607666,0.588856697,-0.440780729,0.904785872,0.20032458,0.572131634,-0.022151798,0.441712618,0.273442537,0.583580613,-0.455415457,0.906790197,0.203713194,0.567577541,-0.070921943,0.450895399,0.271904439,0.57023102,-0.39588514,0.88447088,0.209821552,0.554510057,-0.028923959,0.447743952,0.28873989,0.547302186,-0.097596496,0.999292314,0.223911822,0.548693657,0.097812451,0.998686135,0.314048439,0.715355873,-0.088717744,0.98206377,0.224119082,0.71648854,0.215121791,0.959623814,0.340496957,0.881724536,0.070734367,0.980670691,0.23967582,0.868237197,0.449052691,0.964546561,0.338257611,0.903294027,0.075763188,0.859846175,0.253548235,0.890995622,0.465777069,0.909122765,0.348056942,0.952888429,-0.090167426,0.968076169,0.193479687,0.931735754,0.358614892,0.961654902
normal,0.201971278,0.185493857,-0.372769862,0.999019861,0.209923819,0.164644271,-0.377837121,0.998069644,0.214380071,0.163795814,-0.377956092,0.998408914,0.219091892,0.16291894,-0.378055155,0.99866128,0.201296031,0.166640624,-0.349316716,0.997061491,0.19968383,0.167030603,-0.349281669,0.996121049,0.198064983,0.16741696,-0.349356771,0.995206714,0.241317898,0.167901471,-0.328902602,0.998825848,0.214873612,0.17084904,-0.191441014,0.989489675,0.216240063,0.203061238,-0.348299235,0.999390602,0.205959752,0.205250934,-0.309795499,0.99816972,0.306532383,0.265701264,-0.323482096,0.99992907,0.200464979,0.279817462,-0.048612442,0.998808205,0.324634373,0.410734504,-0.351392567,0.987379313,0.186818913,0.42182678,0.046169765,0.405840576,0.291058481,0.55024749,-0.394198835,0.945857763,0.191066936,0.536150157,-0.067947581,0.483672559,0.288233072,0.587138355,-0.444602519,0.903978646,0.191159785,0.570105612,-0.092789367,0.457003474,0.273689538,0.582520068,-0.464400798,0.905904055,0.196411952,0.56655848,-0.144315779,0.466288,0.273222506,0.568879366,-0.401079804,0.882584929,0.199916229,0.553152323,-0.092159651,0.462395638,0.288347065,0.544928551,-0.087406024,0.999295115,0.220282748,0.54538554,0.087653905,0.998675227,0.314279169,0.714559257,-0.087147601,0.980279744,0.223980233,0.715388894,0.219595447,0.95642817,0.340320855,0.880722106,0.072465822,0.978552282,0.239779025,0.865762413,0.499552429,0.959451437,0.337362796,0.902447522,0.076974906,0.84487015,0.253326446,0.886526823,0.52153337,0.902142048,0.350489616,0.952888489,-0.098165587,0.963665366,0.193513483,0.929948926,0.405927807,0.956809223
normal,0.202532813,0.185173452,-0.392026693,0.999048412,0.21047534,0.164322436,-0.39558664,0.998101294,0.214977786,0.163423702,-0.395689219,0.998420119,0.219755515,0.162458882,-0.395771354,0.99866426,0.201676175,0.166465968,-0.369372696,0.997123718,0.199930668,0.16690357,-0.369334906,0.99619633,0.198139325,0.167346567,-0.369388282,0.995329738,0.241878375,0.167339295,-0.338272214,0.998788893,0.214004368,0.170797765,-0.212899491,0.98972249,0.216790989,0.202676669,-0.36550501,0.999410748,0.206273258,0.204962283,-0.329753071,0.998256326,0.306927264,0.266176999,-0.316585928,0.99993062,0.195543632,0.279758722,-0.075591564,0.998883545,0.324937373,0.411043793,-0.32538113,0.987505496,0.181803212,0.420056701,0.018685725,0.432961106,0.293060333,0.550674379,-0.383269727,0.946621776,0.186492994,0.534420848,-0.09040802,0.508174479,0.290842593,0.58729589,-0.431926191,0.905089498,0.186944425,0.56997329,-0.116119675,0.477269024,0.275618255,0.583378911,-0.454439372,0.906893849,0.192736045,0.567346215,-0.167019859,0.486419201,0.274792612,0.569410145,-0.391104281,0.883428931,0.19563739,0.553721428,-0.114028007,0.481506795,0.28689459,0.544069767,-0.075303763,0.999325752,0.216091901,0.543596804,0.075545259,0.998719573,0.314369202,0.714178383,-0.084906846,0.979923189,0.22353445,0.715048134,0.21880658,0.955875397,0.340185225,0.880393565,0.07390821,0.97795403,0.238948673,0.8648206,0.508788466,0.956908047,0.335858136,0.90178138,0.078219041,0.837676525,0.251919776,0.884901106,0.531677663,0.897929132,0.352909654,0.952961147,-0.09815418,0.961829007,0.193910912,0.926636934,0.417624474,0.95408231
normal,0.206232026,0.18297182,-0.412135512,0.999125481,0.214791343,0.162171751,-0.416832358,0.998241901,0.21970515,0.160864159,-0.416877061,0.99853462,0.225148812,0.159511775,-0.416933179,0.998755217,0.205140755,0.164928988,-0.393345892,0.997350335,0.203215584,0.165485591,-0.393363357,0.996507943,0.201149806,0.166009083,-0.393415749,0.995723128,0.247192696,0.165010646,-0.356483072,0.998865783,0.214348868,0.170264691,-0.244804695,0.990626574,0.221236125,0.200607643,-0.383684903,0.99945575,0.209374234,0.202957511,-0.351724297,0.998405397,0.313558698,0.262310416,-0.298873693,0.999931037,0.195809513,0.277639329,-0.116590112,0.998985589,0.330047429,0.408548981,-0.262090623,0.98692596,0.182811305,0.417067856,-0.006923839,0.470394403,0.312829942,0.547738731,-0.31929937,0.942767382,0.180924743,0.526884854,-0.096545555,0.54109019,0.312188119,0.587273479,-0.353984833,0.899563968,0.179605782,0.569091201,-0.120580882,0.506783128,0.299731821,0.583393812,-0.388567835,0.901336253,0.183985129,0.566376328,-0.171643063,0.515830994,0.296877861,0.569406152,-0.332052141,0.877241075,0.185819671,0.552788258,-0.120030828,0.509560704,0.28744939,0.537342727,-0.048485205,0.99935621,0.216166034,0.537180662,0.048500944,0.99880296,0.316589981,0.714285195,-0.057568576,0.981230676,0.222290412,0.715628386,0.133084133,0.959581435,0.340741366,0.881154954,0.110617161,0.979454935,0.237846389,0.867786229,0.371825963,0.960280418,0.335529357,0.901794374,0.115267321,0.843150258,0.251703352,0.888120949,0.387394577,0.901007295,0.356504023,0.954314768,-0.064426064,0.964184403,0.194843441,0.93259716,0.256653786,0.957347929
normal,0.214124635,0.181208909,-0.377107114,0.999201953,0.221351251,0.160762712,-0.377664864,0.998386204,0.225890473,0.159330904,-0.377676845,0.998653889,0.231165692,0.157915384,-0.37766853,0.99885416,0.212839469,0.16399914,-0.359149307,0.997569084,0.210959271,0.164660588,-0.35915938,0.996801674,0.208930805,0.165277317,-0.359170049,0.996084511,0.251493305,0.164065436,-0.316893369,0.998951733,0.217902437,0.170230925,-0.229894012,0.99141711,0.228697762,0.197861403,-0.349419594,0.999501944,0.216665223,0.200530589,-0.324356854,0.998543024,0.315529913,0.262443721,-0.269045353,0.999935091,0.197500706,0.278927177,-0.083077349,0.999072552,0.336794525,0.407466471,-0.255516022,0.987592816,0.185257927,0.415912896,0.017385798,0.499326825,0.323725075,0.544450819,-0.325394511,0.94673413,0.178789049,0.521442771,-0.08110974,0.574940383,0.32528919,0.586359143,-0.363953561,0.905870259,0.173285857,0.56806159,-0.105959184,0.539678752,0.315729082,0.583336234,-0.396975577,0.907516003,0.175783724,0.565482736,-0.160413817,0.548600554,0.310511857,0.569374919,-0.337550938,0.884571493,0.178715855,0.552089155,-0.106408551,0.541605473,0.289512992,0.534381509,-0.049173672,0.999390066,0.216262728,0.536392391,0.049158379,0.998881459,0.317759931,0.713286281,-0.054413307,0.982601285,0.22240074,0.715567291,0.127062559,0.962981284,0.341009885,0.881173015,0.109236516,0.980963707,0.237952769,0.86986053,0.351873815,0.96351248,0.335150987,0.901554346,0.113320366,0.85057348,0.253144085,0.891073346,0.365189463,0.905233622,0.359455049,0.954815745,-0.063191466,0.96661818,0.195201665,0.935296774,0.23865132,0.960549712
